Unique_ID,MORTGAGE NUMBER,PROPERTY VALUE,MORTGAGE PAYMENT,GDS,LTV,TDS,AMORTIZATION,MORTGAGE AMOUNT,RATE,MORTGAGE PURPOSE,PAYMENT FREQUENCY,PROPERTY TYPE,TERM,FSA,AGE RANGE,GENDER,INCOME,INCOME TYPE,NAICS CODE,CREDIT SCORE,RESULT
CAX_Train_43288,43288,260000,1235,-0.21,75.0,18.68,300,194925.0,4.25,Purchase,Monthly,High Rise,12,M5E,50-54,Male,80000,8,81,762,NOT FUNDED
CAX_Train_42260,42260,1100000,4658,25.19,79.28,34.9,360,880000.0,3.5,Purchase,Monthly,Single Detached,24,L5G,35-39,Female,212000,8,23,722,FUNDED
CAX_Train_4803,4803,600000,1813,49.98,56.667,49.98,360,340000.0,5.0,Purchase,Monthly,Single Detached,12,L4M,Under 25,Female,56000,19,62,790,NOT FUNDED
CAX_Train_13529,13529,1050000,3690,13.24,61.51,15.87,360,525000.0,4.25,Purchase,Monthly,Single Detached,24,L7J,35-39,Male,400000,8,54,741,FUNDED
CAX_Train_2342,2342,385000,1611,39.78,71.44,40.74,360,275000.0,4.5,Purchase,Monthly,Townhouse Condominium,24,L4C,35-39,Unknown,57000,2,61,760,FUNDED
CAX_Train_24262,24262,632000,2929,28.41,80.0,39.09,360,505810.0,4.0,Purchase,Monthly,Townhouse Freehold,12,L4E,50-54,Unknown,128000,2,56,705,FUNDED
CAX_Train_7420,7420,484000,1891,2.36,80.0,42.22,360,387120.0,5.0,Purchase,Monthly,High Rise,12,M5V,40-44,Male,167000,2,23,707,NOT FUNDED
CAX_Train_42292,42292,145000,480,30.19,62.068999999999996,38.19,360,94250.0,5.0,Refinance,Monthly,Single Detached,12,T0M,35-39,Male,30000,19,54,662,NOT FUNDED
CAX_Train_21498,21498,800000,4090,31.99,70.0,42.55,360,585000.0,6.0,Refinance,Monthly,Single Detached,12,L1P,55-59,Female,158000,2,54,532,FUNDED
CAX_Train_22247,22247,307000,1349,0.1,75.0,36.28,360,245520.0,4.25,Purchase,Monthly,High Rise,12,L0G,60-64,Female,150000,8,56,683,FUNDED
CAX_Train_38419,38419,1900000,6382,33.61,67.3,39.81,360,1235000.0,4.0,Purchase,Monthly,Single Detached,12,M3H,55-59,Male,232000,2,31-33,773,FUNDED
CAX_Train_34540,34540,455000,1107,28.99,80.0,28.99,300,330000.0,4.5,Refinance,Bi-Weekly Accelerated,Single Detached,24,M1V,50-54,Male,96000,2,56,697,FUNDED
CAX_Train_27140,27140,460000,1008,30.19,73.0,41.46,360,299000.0,5.25,Refinance,Bi-Weekly Accelerated,Townhouse Condominium,24,L1S,50-54,Female,89000,2,56,564,FUNDED
CAX_Train_5745,5745,317000,1377,29.75,80.0,35.95,360,253520.0,4.0,Purchase,Monthly,High Rise,12,M5J,30-34,Male,63000,2,56,777,FUNDED
CAX_Train_37405,37405,498000,2171,33.65,80.0,33.79,360,398400.0,4.25,Purchase,Monthly,Single Detached,12,L3S,40-44,Male,81000,2,56,709,FUNDED
CAX_Train_17362,17362,255000,1525,33.24,65.0,33.24,360,286000.0,5.0,Refinance,Monthly,Townhouse Condominium,12,L1N,40-44,Female,74000,2,52,562,FUNDED
CAX_Train_35638,35638,340000,1764,37.91,67.0,40.53,300,265520.0,6.0,Refinance,Monthly,Single Detached,12,L4N,45-49,Male,87000,8,56,609,FUNDED
CAX_Train_29169,29169,327000,1764,31.77,80.0,37.69,360,290400.0,4.5,Refinance,Monthly,Single Detached,12,K2G,45-49,Male,72000,8,56,655,FUNDED
CAX_Train_20807,20807,280000,1218,23.77,71.43,32.13,360,200000.0,4.75,Refinance,Monthly,Townhouse Freehold,12,L6S,25-29,Female,124000,2,92,630,FUNDED
CAX_Train_15963,15963,300000,1433,31.23,75.0,32.26,360,225000.0,5.0,Refinance,Monthly,Single Detached,12,L9S,55-59,Male,70000,2,56,514,FUNDED
CAX_Train_242,242,500000,2102,27.52,80.0,38.02,360,400000.0,4.0,Purchase,Monthly,Single Detached,12,M1R,55-59,Unknown,96000,2,56,742,FUNDED
CAX_Train_10859,10859,703000,2917,8.12,80.0,32.07,360,562240.0,4.0,Purchase,Monthly,Single Detached,12,M1V,45-49,Male,180000,8,56,780,FUNDED
CAX_Train_8108,8108,550000,2432,37.85,80.0,45.33,360,440000.0,4.5,Refinance,Monthly,Single Detached,12,V9C,35-39,Male,67000,2,56,657,FUNDED
CAX_Train_34330,34330,275000,1374,20.81,75.0,32.25,360,206250.0,5.0,Purchase,Monthly,Single Detached,12,J7W,35-39,Male,33000,2,56,570,FUNDED
CAX_Train_18958,18958,377000,1537,41.01,76.39,41.23,360,282750.0,3.75,Refinance,Monthly,High Rise,12,L4C,Under 25,Female,54000,19,72,768,FUNDED
CAX_Train_23151,23151,530000,724,43.2,55.37,43.2,360,100000.0,8.0,Refinance,Monthly,Single Detached,12,P1H,50-54,Unknown,100000,8,71,779,FUNDED
CAX_Train_18972,18972,462000,2311,38.8,80.0,40.12,360,369440.0,4.0,Purchase,Monthly,High Rise,12,M2K,30-34,Unknown,82000,2,44-45,749,FUNDED
CAX_Train_33015,33015,365000,1265,26.55,57.87,40.34,360,237250.0,5.0,Refinance,Monthly,Single Detached,12,K2G,55-59,Female,79000,8,54,797,FUNDED
CAX_Train_28326,28326,302000,1531,40.26,77.0,40.26,360,232540.0,5.0,Refinance,Monthly,Single Detached,12,L4M,50-54,Female,49000,2,56,591,FUNDED
CAX_Train_38824,38824,465000,2226,34.02,80.0,34.57,360,372000.0,4.5,Purchase,Monthly,Single Detached,12,L1G,30-34,Female,87000,8,44-45,741,FUNDED
CAX_Train_24182,24182,465000,1512,19.5,28.9,35.48,360,200000.0,5.0,Refinance,Monthly,Single Detached,36,L9K,45-49,Female,99000,8,44-45,649,FUNDED
CAX_Train_12431,12431,543000,1918,28.28,80.0,37.46,360,434240.0,3.5,Purchase,Monthly,Single Detached,24,L4P,30-34,Male,100000,8,56,739,FUNDED
CAX_Train_6806,6806,575000,1829,26.99,55.09,27.02,360,325000.0,4.5,Refinance,Monthly,Single Detached,12,V2R,30-34,Female,80000,19,44-45,615,FUNDED
CAX_Train_32448,32448,463000,2066,18.43,78.56,35.75,360,363992.0,4.25,Purchase,Monthly,Townhouse Freehold,12,M1L,60-64,Male,200000,8,22,695,FUNDED
CAX_Train_7203,7203,490000,2506,38.37,74.49,42.1,360,365000.0,6.0,Refinance,Monthly,Single Detached,12,L7A,40-44,Male,130000,2,23,542,FUNDED
CAX_Train_14895,14895,530000,2801,33.11,75.0,44.77,300,397500.0,5.5,Refinance,Monthly,Triplex,12,H2E,40-44,Female,85000,8,54,713,FUNDED
CAX_Train_29918,29918,342000,1597,26.75,69.59,26.75,360,250000.0,5.0,Refinance,Monthly,Single Detached,36,L9H,45-49,Female,75000,8,56,639,FUNDED
CAX_Train_25125,25125,590000,2271,38.34,61.02,38.34,360,345000.0,4.5,Refinance,Monthly,Single Detached,12,L6R,50-54,Male,75000,8,44-45,568,FUNDED
CAX_Train_13597,13597,380000,1915,43.7,79.25,43.7,360,300000.0,4.75,Refinance,Monthly,Semi-Detached,24,L6S,55-59,Unknown,56000,2,56,580,FUNDED
CAX_Train_15723,15723,332000,1539,24.14,80.0,31.7,360,260000.0,5.0,Purchase,Monthly,Single Detached,12,L0M,30-34,Male,95000,2,56,634,FUNDED
CAX_Train_22873,22873,800000,2889,24.71,55.01,35.57,360,440000.0,4.75,Refinance,Monthly,Single Detached,12,K0L,50-54,Female,150000,8,56,733,FUNDED
CAX_Train_1221,1221,705000,2726,25.94,80.0,36.47,360,564000.0,3.5,Purchase,Monthly,Single Detached,12,L4T,40-44,Male,126000,8,48-49,768,FUNDED
CAX_Train_19636,19636,750000,2576,46.49,60.0,50.4,360,450000.0,4.25,Refinance,Monthly,Single Detached,12,L4T,70 and over,Female,56000,6,81,699,NOT FUNDED
CAX_Train_22777,22777,670000,2696,17.59,75.0,40.7,360,536000.0,4.0,Refinance,Monthly,Single Detached,12,T3H,65-69,Male,191000,8,54,687,FUNDED
CAX_Train_11610,11610,314000,1282,32.75,75.0,43.65,360,235500.0,4.0,Purchase,Monthly,High Rise,12,L6H,35-39,Male,111000,8,56,639,FUNDED
CAX_Train_23976,23976,529000,1205,33.34,80.0,34.56,360,422400.0,4.75,Purchase,Bi-Weekly Accelerated,Single Detached,36,V3A,35-39,Female,91000,1,62,769,FUNDED
CAX_Train_42558,42558,730000,3426,45.36,80.0,45.36,360,584000.0,4.75,Refinance,Monthly,Single Detached,12,M9V,55-59,Unknown,80000,8,23,651,NOT FUNDED
CAX_Train_4477,4477,424000,2027,22.2,80.0,30.86,360,360391.5,4.75,Purchase,Monthly,Semi-Detached,12,L6Z,45-49,Female,217000,8,72,757,FUNDED
CAX_Train_5017,5017,376000,1500,24.77,70.0,49.96,360,263200.0,4.5,Purchase,Monthly,High Rise,24,L6H,35-39,Male,85000,8,23,746,FUNDED
CAX_Train_21191,21191,304000,497,19.28,65.0,28.32,360,212800.0,4.5,Purchase,Bi-Weekly,High Rise,12,V3W,30-34,Male,78000,2,48-49,715,FUNDED
CAX_Train_27176,27176,470000,2084,38.28,80.0,41.78,360,352800.0,4.5,Purchase,Monthly,High Rise,12,M6K,40-44,Female,75000,8,62,761,FUNDED
CAX_Train_40819,40819,325000,556,85.71,20.59,122.9,360,70000.0,5.0,Refinance,Monthly,Single Detached,24,T2A,50-54,Female,9000,2,56,498,FUNDED
CAX_Train_35521,35521,565000,2418,33.72,79.646,37.15,360,450000.0,4.0,Refinance,Monthly,Single Detached,12,L1C,35-39,Male,90000,6,81,718,NOT FUNDED
CAX_Train_16502,16502,740000,2848,39.2,64.34,41.32,360,444000.0,5.0,Refinance,Monthly,Single Detached,12,V3W,40-44,Female,54000,2,56,587,FUNDED
CAX_Train_8219,8219,795000,2914,32.21,80.0,38.77,360,636143.2,3.75,Purchase,Monthly,Single Detached,12,L9E,45-49,Female,137000,8,48-49,795,NOT FUNDED
CAX_Train_4969,4969,800000,1904,26.13,47.25,37.09,360,378000.0,4.5,Refinance,Monthly,Single Detached,12,L6S,25-29,Female,109000,8,48-49,516,NOT FUNDED
CAX_Train_29233,29233,670000,2618,57.54,65.0,57.54,360,403335.0,4.75,Refinance,Monthly,Single Detached,12,M4M,45-49,Male,56000,2,61,681,FUNDED
CAX_Train_28609,28609,460000,2513,33.18,73.39,40.88,360,375000.0,5.0,Refinance,Monthly,Single Detached,36,L4T,35-39,Unknown,95000,2,44-45,631,FUNDED
CAX_Train_20099,20099,1220000,4868,39.74,65.0,43.64,360,793000.0,5.0,Purchase,Monthly,Single Detached,12,M5P,70 and over,Male,150000,8,44-45,739,FUNDED
CAX_Train_44906,44906,620000,2918,41.28,80.0,46.89,360,495920.0,5.0,Purchase,Monthly,Single Detached,12,L3Z,55-59,Male,100000,2,56,694,FUNDED
CAX_Train_6210,6210,335000,1747,30.57,80.0,36.78,360,323100.0,5.0,Purchase,Monthly,Single Detached,12,L1G,30-34,Male,79000,2,56,624,FUNDED
CAX_Train_33183,33183,418000,1969,20.69,80.0,20.99,360,334400.0,4.0,Purchase,Monthly,Single Detached,12,N3C,40-44,Unknown,120000,2,56,747,NOT FUNDED
CAX_Train_21500,21500,489000,2380,10.66,80.0,42.13,360,391200.0,4.5,Purchase,Monthly,Townhouse Freehold,24,L4E,35-39,Male,132000,8,71,765,FUNDED
CAX_Train_40153,40153,1400000,5230,25.58,75.0,28.78,360,1120000.0,4.0,Purchase,Monthly,Single Detached,12,M4P,35-39,Male,250000,8,56,774,FUNDED
CAX_Train_13158,13158,585000,2614,21.71,80.0,27.04,360,468000.0,4.25,Purchase,Monthly,Single Detached,12,L6M,40-44,Female,150000,2,56,679,FUNDED
CAX_Train_12671,12671,494000,2175,36.09,70.0,37.58,360,394800.0,5.5,Purchase,Monthly,Single Detached,12,N5R,30-34,Male,92000,2,23,621,NOT FUNDED
CAX_Train_39509,39509,280000,2228,28.95,52.08,33.69,360,375000.0,6.0,Purchase,Monthly,Single Detached,12,L0K,60-64,Male,124000,2,54,745,FUNDED
CAX_Train_45191,45191,510000,2413,9.07,80.0,35.73,360,408000.0,5.25,Purchase,Monthly,Semi-Detached,24,M1K,40-44,Female,30000,8,53,582,FUNDED
CAX_Train_15717,15717,490000,2505,37.53,80.0,41.52,360,424000.0,4.5,Refinance,Monthly,Single Detached,12,L6R,45-49,Female,85000,8,56,573,NOT FUNDED
CAX_Train_19442,19442,825000,4456,71.76,55.336000000000006,71.76,360,650000.0,5.25,Refinance,Monthly,Single Detached,12,L6A,70 and over,Unknown,77000,8,52,664,NOT FUNDED
CAX_Train_39803,39803,410000,1565,7.54,60.97,40.62,360,250000.0,4.75,Refinance,Monthly,Single Detached,24,L0S,60-64,Male,500000,8,72,777,FUNDED
CAX_Train_23797,23797,223000,1017,58.71,65.0,58.71,360,160000.0,5.0,Refinance,Monthly,Townhouse Freehold,12,K7K,60-64,Female,23000,1,81,728,NOT FUNDED
CAX_Train_13525,13525,365000,1598,12.11,65.0,24.6,360,237250.0,5.0,Purchase,Monthly,Single Detached,12,L8S,25-29,Male,22000,-1,81,784,NOT FUNDED
CAX_Train_26351,26351,730000,3109,20.53,75.0,34.14,360,547500.0,4.5,Purchase,Monthly,Single Detached,12,M2M,40-44,Female,367000,2,52,751,FUNDED
CAX_Train_33715,33715,789000,3175,32.53,80.0,39.22,360,631120.0,3.5,Purchase,Monthly,Single Detached,12,M1E,30-34,Female,135000,2,56,734,NOT FUNDED
CAX_Train_16368,16368,590000,2325,27.54,65.0,33.87,360,383500.0,5.0,Refinance,Monthly,Single Detached,12,L4G,55-59,Male,106000,8,56,646,FUNDED
CAX_Train_4585,4585,305000,1424,17.11,80.0,30.18,360,244000.0,4.0,Purchase,Monthly,Duplex,12,H2B,35-39,Male,107000,8,23,726,FUNDED
CAX_Train_36480,36480,550000,2396,36.18,75.0,46.39,360,419325.0,4.75,Refinance,Monthly,Single Detached,24,V1V,35-39,Female,84000,8,53,612,FUNDED
CAX_Train_45079,45079,940000,2480,38.89,31.11,47.95,360,420000.0,3.75,Refinance,Monthly,Single Detached,12,L0G,60-64,Male,190000,8,23,668,FUNDED
CAX_Train_16816,16816,1100000,2559,32.23,55.42,32.23,360,460000.0,4.0,Refinance,Monthly,Single Detached,12,L9T,40-44,Female,99000,8,54,643,FUNDED
CAX_Train_10,10,650000,1839,38.78,41.85,38.98,360,272000.0,5.5,Purchase,Monthly,Single Detached,12,L4W,40-44,Male,60000,2,56,716,FUNDED
CAX_Train_41906,41906,110000,642,10.2,49.91,40.1,300,55000.0,6.0,Purchase,Monthly,Single Detached,12,B3G,60-64,Male,87000,7,53,562,FUNDED
CAX_Train_8798,8798,475000,2195,35.12,80.0,35.12,360,380000.0,4.5,Purchase,Monthly,Townhouse Freehold,12,L4E,25-29,Male,78000,8,48-49,779,FUNDED
CAX_Train_20913,20913,600000,2415,25.97,75.0,26.77,360,450000.0,4.0,Refinance,Monthly,Semi-Detached,12,M1V,50-54,Female,70000,8,61,679,FUNDED
CAX_Train_26330,26330,845000,2851,32.93,64.497,34.61,360,545000.0,3.75,Purchase,Monthly,Single Detached,12,V8P,40-44,Male,73000,2,56,835,NOT FUNDED
CAX_Train_3657,3657,741000,2794,31.38,64.94,48.68,360,541033.0,5.0,Purchase,Monthly,High Rise,12,V6A,55-59,Male,43000,2,56,725,FUNDED
CAX_Train_15908,15908,345000,1640,12.15,75.0,28.04,360,258750.0,4.75,Purchase,Monthly,Single Detached,12,K9J,30-34,Female,172000,8,53,669,NOT FUNDED
CAX_Train_1758,1758,500000,2316,15.66,80.0,64.04,360,399920.0,4.0,Purchase,Monthly,Single Detached,12,L2G,50-54,Male,70000,2,54,747,NOT FUNDED
CAX_Train_1178,1178,300000,611,22.99,75.0,41.71,360,225000.0,4.5,Refinance,Bi-Weekly,Townhouse Freehold,36,M9C,40-44,Female,80000,2,56,697,FUNDED
CAX_Train_24694,24694,455000,2024,0.0,70.0,0.0,360,318500.0,5.5,Refinance,Monthly,Single Detached,12,T3N,25-29,Male,33000,5,81,597,NOT FUNDED
CAX_Train_683,683,675000,1344,2.71,75.0,43.27,360,487500.0,4.25,Purchase,Bi-Weekly Accelerated,High Rise,24,M5J,60-64,Male,420000,8,53,764,FUNDED
CAX_Train_32896,32896,650000,2944,33.21,75.0,39.69,360,520000.0,5.0,Purchase,Monthly,Single Detached,12,L6L,30-34,Male,110000,8,54,718,FUNDED
CAX_Train_14117,14117,422000,1728,30.22,78.68,30.36,360,332000.0,4.0,Purchase,Monthly,High Rise,24,M5V,30-34,Male,81000,2,72,752,NOT FUNDED
CAX_Train_2495,2495,450000,1677,42.9,52.23,42.9,360,235000.0,6.0,Purchase,Monthly,Townhouse Freehold,12,L3Y,50-54,Female,100000,2,81,670,FUNDED
CAX_Train_10305,10305,585000,2885,32.95,80.0,41.83,360,560000.0,5.0,Refinance,Monthly,Single Detached,12,L4K,50-54,Female,65000,8,62,584,NOT FUNDED
CAX_Train_17244,17244,420000,2141,1.66,75.0,36.28,360,315000.0,6.0,Refinance,Monthly,Single Detached,12,N2L,45-49,Male,175000,8,53,753,FUNDED
CAX_Train_38678,38678,708000,2899,32.71,80.0,39.31,360,566400.0,3.5,Purchase,Monthly,Single Detached,12,L6E,30-34,Male,110000,8,56,769,NOT FUNDED
CAX_Train_29098,29098,150000,643,34.27,65.0,34.27,360,97500.0,5.0,Refinance,Monthly,Townhouse Condominium,24,L9Y,50-54,Female,30000,2,56,535,FUNDED
CAX_Train_16330,16330,200000,731,25.13,50.0,25.9,300,100000.0,5.5,Refinance,Monthly,Single Detached,12,K9V,50-54,Female,86000,2,62,0,NOT FUNDED
CAX_Train_33246,33246,720000,2831,45.58,65.0,47.39,360,552000.0,5.5,Refinance,Monthly,Single Detached,12,V6Y,40-44,Male,103000,2,56,0,FUNDED
CAX_Train_3273,3273,733000,3060,35.17,80.0,35.97,360,586400.0,4.0,Purchase,Monthly,Single Detached,12,M1C,35-39,Female,106000,8,54,773,FUNDED
CAX_Train_8005,8005,405000,1958,17.18,80.0,20.38,360,344000.0,4.5,Refinance,Monthly,Single Detached,12,L7A,35-39,Male,147000,2,56,618,FUNDED
CAX_Train_43538,43538,575000,2716,13.52,75.0,27.35,360,431250.0,5.0,Purchase,Monthly,Single Detached,12,L7T,45-49,Male,250000,8,53,667,FUNDED
CAX_Train_35888,35888,680000,3194,29.67,80.0,31.72,360,544000.0,5.0,Purchase,Monthly,Semi-Detached,12,L5C,55-59,Female,122000,2,56,595,NOT FUNDED
CAX_Train_19178,19178,289000,1732,6.31,78.53,38.25,360,272000.0,5.0,Refinance,Monthly,Semi-Detached,12,L1K,45-49,Male,94000,8,48-49,671,FUNDED
CAX_Train_21839,21839,1008000,4333,47.31,65.0,59.19,360,802050.74,5.0,Purchase,Monthly,Single Detached,12,L6A,30-34,Female,110000,2,61,763,NOT FUNDED
CAX_Train_17724,17724,629000,2606,26.77,52.78,29.29,360,500000.0,4.0,Refinance,Monthly,Semi-Detached,12,M6G,45-49,Unknown,122000,2,44-45,673,FUNDED
CAX_Train_29061,29061,3400000,10783,28.64,52.941,28.64,360,1800000.0,5.0,Refinance,Monthly,Single Detached,12,L0G,35-39,Male,500000,8,54,720,NOT FUNDED
CAX_Train_40113,40113,435000,2198,22.75,76.15,33.62,360,326250.0,5.0,Refinance,Monthly,Single Detached,24,L1V,50-54,Female,41000,2,62,621,FUNDED
CAX_Train_5295,5295,800000,1582,32.64,30.14,52.43,360,220000.0,5.25,Refinance,Monthly,Single Detached,12,M1H,45-49,Female,53000,2,72,766,FUNDED
CAX_Train_27095,27095,443000,2221,4.48,80.0,35.08,360,354000.0,4.75,Purchase,Monthly,Duplex,12,K1Z,50-54,Male,120000,8,44-45,800,NOT FUNDED
CAX_Train_2928,2928,429000,1835,77.65,65.0,77.95,360,278850.0,5.0,Purchase,Monthly,Single Detached,12,K2C,Under 25,Unknown,44000,2,81,751,FUNDED
CAX_Train_12350,12350,1050000,3759,11.53,65.0,39.45,360,682500.0,4.25,Refinance,Monthly,Semi-Detached,24,M6G,65-69,Male,160000,8,72,682,FUNDED
CAX_Train_40060,40060,480000,1998,34.01,73.4,34.01,360,345000.0,4.5,Refinance,Monthly,Single Detached,12,L7G,50-54,Female,75000,2,44-45,606,FUNDED
CAX_Train_18429,18429,395000,1489,24.54,60.0,63.2,360,427500.0,5.5,Purchase,Monthly,High Rise,12,M6N,70 and over,Male,94000,6,81,809,FUNDED
CAX_Train_41823,41823,1188000,4111,90.09,65.0,90.17,360,772200.0,4.25,Purchase,Monthly,Single Detached,12,L4G,40-44,Female,26000,6,81,764,NOT FUNDED
CAX_Train_9564,9564,458000,1993,2.72,65.0,43.92,360,297700.0,5.5,Purchase,Monthly,Single Detached,12,L7L,55-59,Male,85000,4,81,787,FUNDED
CAX_Train_25505,25505,389000,1468,33.71,65.0,40.91,360,253168.0,4.5,Purchase,Monthly,High Rise,12,M5P,70 and over,Female,16000,6,81,776,FUNDED
CAX_Train_43757,43757,525000,2115,33.38,65.0,71.2,360,341250.0,4.0,Refinance,Monthly,Single Detached,12,L7A,40-44,Male,80000,2,54,604,FUNDED
CAX_Train_27094,27094,280000,1549,18.33,75.0,27.06,300,228000.0,6.0,Refinance,Monthly,Townhouse Condominium,36,L7G,35-39,Male,115000,8,23,559,FUNDED
CAX_Train_7084,7084,300000,1028,45.1,65.0,51.26,360,195000.0,5.0,Purchase,Monthly,Single Detached,12,L2H,45-49,Female,26000,8,48-49,639,FUNDED
CAX_Train_41417,41417,350000,1895,43.52,75.0,44.45,300,262500.0,6.0,Refinance,Monthly,Single Detached,12,H7E,45-49,Male,55000,8,54,788,NOT FUNDED
CAX_Train_29552,29552,699000,2818,26.18,75.0,27.56,360,524250.0,4.25,Purchase,Monthly,High Rise,12,M5E,60-64,Male,47000,8,44-45,704,FUNDED
CAX_Train_39316,39316,750000,3066,22.49,65.0,25.63,360,562500.0,5.5,Refinance,Monthly,Single Detached,12,T2M,50-54,Male,237000,8,72,540,NOT FUNDED
CAX_Train_11792,11792,675000,3302,37.38,80.0,39.12,360,540000.0,4.75,Purchase,Monthly,Single Detached,24,L6Z,30-34,Unknown,110000,8,48-49,594,FUNDED
CAX_Train_42573,42573,370000,1872,28.69,80.0,33.61,360,295920.0,5.0,Purchase,Monthly,Townhouse Condominium,12,L1W,30-34,Unknown,89000,2,54,724,FUNDED
CAX_Train_5462,5462,160000,556,12.92,54.38,40.38,300,94000.0,6.0,Refinance,Monthly,High Rise,12,P1B,50-54,Male,82000,2,56,626,FUNDED
CAX_Train_23539,23539,690000,3516,21.85,80.0,38.19,360,551920.0,5.0,Refinance,Monthly,Single Detached,12,L7A,40-44,Male,200000,8,92,668,FUNDED
CAX_Train_12931,12931,358000,1629,10.14,75.0,40.28,360,268125.0,5.0,Purchase,Monthly,Single Detached,12,T2W,50-54,Male,72000,8,92,768,FUNDED
CAX_Train_17862,17862,295000,1389,29.57,80.0,40.31,360,236000.0,4.0,Refinance,Monthly,Single Detached,12,L1C,45-49,Male,53000,2,56,650,FUNDED
CAX_Train_17618,17618,260000,1347,10.04,80.0,23.02,300,208000.0,4.0,Purchase,Monthly,Single Detached,12,N5W,40-44,Unknown,212000,2,23,620,FUNDED
CAX_Train_17607,17607,389000,669,22.35,75.0,36.56,360,291750.0,3.75,Purchase,Bi-Weekly,High Rise,12,V3T,35-39,Male,91000,8,54,772,FUNDED
CAX_Train_2194,2194,365000,1873,25.36,77.922,29.77,360,300000.0,5.0,Refinance,Monthly,Semi-Detached,12,L6X,50-54,Female,65000,2,56,603,NOT FUNDED
CAX_Train_32078,32078,879000,2475,20.06,39.818000000000005,55.65,360,350000.0,4.5,Purchase,Monthly,Semi-Detached,12,L4B,35-39,Female,159000,2,52,821,FUNDED
CAX_Train_23290,23290,553000,2085,17.16,80.0,17.24,360,442320.0,3.5,Purchase,Monthly,Single Detached,36,L6Y,35-39,Male,155000,8,54,790,FUNDED
CAX_Train_373,373,1238000,4955,35.68,78.0,41.01,360,965640.0,4.0,Purchase,Monthly,Single Detached,12,M6B,35-39,Male,320000,8,23,757,FUNDED
CAX_Train_24938,24938,395000,1669,7.82,75.0,27.6,360,296250.0,4.5,Purchase,Monthly,High Rise,12,M5A,40-44,Unknown,98000,8,71,709,FUNDED
CAX_Train_12922,12922,550000,2026,28.37,72.727,38.45,360,400000.0,4.5,Refinance,Monthly,High Rise,12,M9W,40-44,Male,117000,2,56,673,NOT FUNDED
CAX_Train_39613,39613,950000,4115,29.07,71.05,36.61,360,1160000.0,5.0,Purchase,Monthly,Single Detached,12,M2K,30-34,Male,175000,8,53,743,FUNDED
CAX_Train_7481,7481,705000,3216,36.96,80.0,37.28,360,564000.0,4.5,Refinance,Monthly,Single Detached,12,L3S,65-69,Unknown,76000,2,54,686,NOT FUNDED
CAX_Train_11589,11589,453000,2032,29.55,80.0,29.91,360,362400.0,3.5,Purchase,Monthly,Single Detached,6,L7A,40-44,Male,87000,2,23,779,FUNDED
CAX_Train_12800,12800,650000,2884,37.15,69.11,37.15,360,430000.0,5.0,Refinance,Monthly,Single Detached,12,L5V,60-64,Female,100000,2,56,589,NOT FUNDED
CAX_Train_27949,27949,415000,1567,42.65,65.0,43.16,360,269750.0,4.5,Refinance,Monthly,Townhouse Freehold,12,M1B,50-54,Male,47000,2,72,740,NOT FUNDED
CAX_Train_34217,34217,450000,2185,27.43,76.89,28.15,360,297500.0,5.5,Refinance,Monthly,Single Detached,36,M9W,25-29,Male,85000,8,81,632,FUNDED
CAX_Train_10747,10747,580000,2450,31.17,75.0,38.2,360,450000.0,5.5,Refinance,Monthly,Single Detached,12,N5X,30-34,Female,117000,2,56,578,NOT FUNDED
CAX_Train_33506,33506,605000,2553,29.52,80.0,34.47,360,484000.0,4.0,Purchase,Monthly,Townhouse Freehold,12,L6E,Under 25,Female,108000,2,54,748,FUNDED
CAX_Train_27020,27020,900000,3467,28.53,65.0,45.7,360,585000.0,5.0,Refinance,Monthly,Single Detached,12,L8J,55-59,Male,150000,8,44-45,628,NOT FUNDED
CAX_Train_28657,28657,425000,1811,19.69,75.0,24.13,360,305000.0,5.0,Refinance,Monthly,Single Detached,24,L6Z,55-59,Male,70000,2,56,580,NOT FUNDED
CAX_Train_37615,37615,610000,2656,37.49,80.0,38.66,360,488000.0,4.25,Purchase,Monthly,Townhouse Freehold,24,L6E,35-39,Female,88000,2,56,654,FUNDED
CAX_Train_15460,15460,285000,1377,36.69,75.0,43.96,360,213742.5,5.0,Purchase,Monthly,High Rise,12,L6H,Under 25,Male,51000,2,44-45,779,NOT FUNDED
CAX_Train_3891,3891,610000,2447,129.83,55.74,130.33,360,305000.0,5.0,Purchase,Monthly,Single Detached,12,L8G,55-59,Female,24000,2,81,801,FUNDED
CAX_Train_44096,44096,640000,2477,27.34,75.0,32.0,360,480000.0,3.5,Refinance,Monthly,Single Detached,6,L3R,45-49,Male,78000,8,23,709,FUNDED
CAX_Train_39649,39649,925000,3062,37.11,65.0,54.86,360,690000.0,4.5,Refinance,Monthly,Single Detached,12,V3W,50-54,Male,75000,8,48-49,637,NOT FUNDED
CAX_Train_25779,25779,582000,2574,32.74,80.0,33.53,360,465992.0,4.25,Purchase,Monthly,Townhouse Freehold,12,L6C,55-59,Female,248000,8,81,757,FUNDED
CAX_Train_5882,5882,268000,1122,21.07,61.79,41.66,360,200000.0,4.5,Refinance,Monthly,Single Detached,12,L2T,45-49,Male,90000,2,23,0,NOT FUNDED
CAX_Train_21265,21265,311000,1446,0.96,75.0,39.19,360,242250.0,4.5,Purchase,Monthly,High Rise,12,L4B,55-59,Female,120000,8,53,657,FUNDED
